"Features","Dilution","SampleType","Condition","Day","ZT","Sample","Gluconapin","Glucobrassicanapin_Sm","Glucobrassicanapin_Lg","Glucoerucin_Sm","Glucoerucin_Lg","Glucobrassicin","Glucoalyssin","Neoglucobrassicin_Lg","Neoglucobrassicin_Sm","Glutamate","RaphanusamicAcid","Sucrose","Glutamine","VisRegion","MOPs","2D_Norm","Sinigrin","Rep"
"Sixteenth_Initial_LL_Day2_20_70","Sixteenth","Initial","LL","Day2","ZT20","70","36159016.00","  198202.50","  198202.50","       0.00","       0.00","  107473.89","   26261.18","  297704.09","  297704.09"," 1338440.12","       0.00","51149036.00","  231218.12"," 9291884.00","63783384.00"," 3011360.75","   51329.57","Rep3"
"Sixteenth_Initial_LL_Day1_20_403","Sixteenth","Initial","LL","Day1","ZT20","403","39459988.00","  268836.12","  268836.12","       0.00","       0.00","  290288.72","   68084.51","  658791.31","  658791.31"," 2903031.00","  113910.16","49637236.00","  900290.81","14326792.00","69148128.00"," 4648652.00","   64767.60","Rep3"
"Sixteenth_Initial_LL_Day2_8_406","Sixteenth","Initial","LL","Day2","ZT8","406"," 33343782.00","   121581.24","   121581.24","    15994.82","    15994.82","   237847.25","    20235.89","   562150.12","   562150.12","  1671807.75","   186718.50"," 46808844.00","   247065.84"," 13797419.00"," 78716432.00","  4773236.50","    56657.64","Rep3"
"Sixteenth_Initial_LL_Day3_0_75","Sixteenth","Initial","LL","Day3","ZT0","75","114369208.00","   717456.06","   717456.06","    46987.26","    46987.26","   798275.88","   268106.12","   703577.81","   703577.81","  2379382.25","   123885.73"," 54694216.00","   340076.62"," 13822976.00"," 69215712.00","  5578729.00","   169352.33","Rep3"
"Sixteenth_Wounded_LD_Day2_12_369","Sixteenth","Wounded","LD","Day2","ZT12","369","18932470.00","   62532.99","   62532.99","       0.00","       0.00","  465790.22","   75050.82","  258235.66","  258235.66"," 2619162.25","  128154.16","14375798.00"," 2248174.00"," 7530129.00","48353648.00"," 3976411.00","   37831.59","Rep3"
"Sixteenth_Wounded_LD_Day1_8__327","Sixteenth","Wounded","LD","Day1","ZT8","327","16948342.00","   41484.23","   41484.23","       0.00","       0.00","  325407.22","   93446.67","   11691.95","  201367.28"," 2307050.25","  249929.78","11156270.00"," 1230921.50"," 8627824.00","64057192.00"," 3150326.50","   42728.46","Rep3"
"Sixteenth_Wounded_LD_Day1_4_321","Sixteenth","Wounded","LD","Day1","ZT4","321","24511000.00","   75588.61","   75588.61","       0.00","       0.00","  599719.00","   71933.38","  513602.72","  513602.72"," 5818990.50","  228781.41","18050818.00"," 4714423.00","10443144.00","89862856.00"," 4979142.00","   67569.57","Rep3"
"Sixteenth_Wounded_LD_Day1_12_334","Sixteenth","Wounded","LD","Day1","ZT12","334","31913778.00","  119560.76","  119560.76","   34529.93","   34529.93","  622849.25","  360944.19","  360204.25","  360204.25"," 4424094.00","  420774.12","20376592.00"," 4561419.50","10002440.00","58055164.00"," 5788696.50","   69013.49","Rep3"
"Sixteenth_Wounded_LD_Day1_0_3","Sixteenth","Wounded","LD","Day1","ZT0","3","   126741.8","        0.0","        0.0","        0.0","        0.0","        0.0","        0.0","        0.0","        0.0","  3810586.5","   316320.9","  2061814.4","  3560303.2","  9158572.0","109965656.0","  2935469.0","        0.0","Rep3"
"Sixteenth_Wounded_LD_Day2_0_351","Sixteenth","Wounded","LD","Day2","ZT0","351","33161114.00","  138298.23","  138298.23","       0.00","       0.00","  294563.75","  223736.84","  256963.22","  246419.97"," 4519760.50","  419112.91","26837476.00"," 2837808.00","10418748.00","64107180.00"," 5357817.00","   73343.78","Rep3"
"Sixteenth_Wounded_LD_Day1_16_339","Sixteenth","Wounded","LD","Day1","ZT16","339","18385614.00","   54628.62","   54628.62","       0.00","       0.00","  711164.00","   91072.94","  230387.20","  230387.20"," 2824970.00","  207758.06","27689904.00"," 1257982.88","10994492.00","52343292.00"," 4971701.00","       0.00","Rep3"
"Sixteenth_Wounded_LD_Pools_AllZTs_Alldiel","Sixteenth","Wounded","LD","Pools","AllZTs","Alldiel","41511076.00","  218365.30","  218365.30","   13128.92","   13128.92","  795496.62","  239761.28","  511904.22","  511904.22"," 6543968.00","  375086.97","30360552.00"," 4687681.50","13135884.00","26662554.00"," 7499436.00","   91324.77","Rep3"
"Sixteenth_Wounded_LL_Pools_AllZTs_Allcircadian","Sixteenth","Wounded","LL","Pools","AllZTs","Allcircadian","138696592.00","   734741.44","   734741.44","    11414.32","    11414.32","   643701.00","   151710.52","  1228558.75","  1228558.75","  8104146.50","   197972.30"," 80859608.00","  3702385.00"," 21564586.00"," 14528099.00","  8159546.50","   198940.72","Rep3"
"Sixteenth_Wounded_LD_Day1_20_345","Sixteenth","Wounded","LD","Day1","ZT20","345","24821436.00","   77719.55","   77719.55","   14416.39","   14416.39","  593322.31","  110101.04","   18897.79","  230615.16"," 2441593.00","  165281.88","15438012.00"," 1497742.62"," 6621802.50","49308472.00"," 4274608.50","   59990.45","Rep3"
"Sixteenth_Wounded_LD_Day2_16_374","Sixteenth","Wounded","LD","Day2","ZT16","374","22777402.00","  100001.10","  100001.10","       0.00","       0.00","  537621.12","  118930.96","  289489.16","  289489.16"," 2357118.75","  198834.39","14215854.00","  686975.12","11408605.00","71637256.00"," 3512212.75","   54693.76","Rep3"
"Sixteenth_Wounded_LD_Day2_4_357","Sixteenth","Wounded","LD","Day2","ZT4","357","21142638.000","   75340.516","   75340.516","    8632.682","    8632.682","  384902.594","  192624.516","  238292.156","  238292.156"," 3125059.750","  319072.781","12645911.000"," 3450578.250"," 8067895.000","49608500.000"," 3648724.750","   57353.598","Rep3"
"Sixteenth_Wounded_LD_Day2_20_380","Sixteenth","Wounded","LD","Day2","ZT20","380","35278240.00","  300225.09","  300225.09","       0.00","       0.00","  429090.50","  245787.80","  322089.69","  322089.69"," 2990691.00","  232064.03","16545287.00"," 2590600.00","11929308.00","44660812.00"," 4400689.50","   85030.77","Rep3"
"Sixteenth_Wounded_LL_Day1_12_21","Sixteenth","Wounded","LL","Day1","ZT12","21","46103988.00","  351467.72","  351467.72","       0.00","       0.00","  132155.22","   71402.73","  415867.72","  415867.72"," 1878329.12","   92398.72","53536152.00","  341758.88","15286600.00","69417168.00"," 5256324.50","   69506.37","Rep3"
"Sixteenth_Wounded_LL_Day2_0_39","Sixteenth","Wounded","LL","Day2","ZT0","39","130331976.0","   815445.4","   815445.4","        0.0","        0.0","   556601.8","   217368.1","   710863.9","   710863.9","  3084062.2","   153871.0"," 67128176.0","  1123529.8"," 15732774.0"," 39197464.0","  5088657.5","   127929.4","Rep3"
"Sixteenth_Wounded_LL_Day1_4_9","Sixteenth","Wounded","LL","Day1","ZT4","9","11399499.00","   66988.96","   66988.96","       0.00","       0.00","  104538.20","   14064.23","  541256.88","  541256.88"," 2221903.50","       0.00","25293298.00","  517232.72"," 9160537.00","56245736.00"," 3107191.50","       0.00","Rep3"
"Sixteenth_Wounded_LL_Day1_20_33","Sixteenth","Wounded","LL","Day1","ZT20","33","42796712.00","  273798.75","  273798.75","       0.00","       0.00","  298654.03","   61957.35","  612010.00","  612010.00"," 3163004.75","  127932.38","62514884.00"," 1090295.00","16895360.00","73501344.00"," 4479136.00","   56681.18","Rep3"
"Sixteenth_Wounded_LL_Day1_8_17","Sixteenth","Wounded","LL","Day1","ZT8","17","32879468.00","   92730.24","   92730.24","       0.00","       0.00","  141500.95","   13324.10","  482784.12","  482784.12"," 1536686.62","  221736.56","33414060.00","  218032.22","12660595.00","69724888.00"," 3700395.25","   57923.68","Rep3"
"Sixteenth_Wounded_LD_Day2_8_363","Sixteenth","Wounded","LD","Day2","ZT8","363","15798277.00","   56326.65","   56326.65","       0.00","       0.00","  288594.62","   52632.69","  271355.56","  271355.56"," 2197822.50","  154822.36","15659241.00"," 3605251.75"," 9260049.00","54091196.00"," 4204996.00","       0.00","Rep3"
"Sixteenth_Wounded_LD_Day3_0_387","Sixteenth","Wounded","LD","Day3","ZT0","387","36339752.00","  131623.55","  131623.55","       0.00","       0.00","  772732.00","  159056.02","  552345.88","  552345.88"," 3294712.25","  230137.73","38036040.00"," 1892587.62"," 8585442.00","48726364.00"," 5425366.50","   79993.69","Rep3"
"Sixteenth_Wounded_LL_Day1_16_27","Sixteenth","Wounded","LL","Day1","ZT16","27"," 16642371.00","   119177.99","   119177.99","        0.00","        0.00","    59855.59","    19098.26","   292180.84","   292180.84","  2045813.25","        0.00"," 30902102.00","   476256.12","  6749596.00"," 91225520.00","  2569235.00","        0.00","Rep3"
"Sixteenth_Wounded_LL_Day1_0_315","Sixteenth","Wounded","LL","Day1","ZT0","315","12351731.00","   78979.41","   78979.41","       0.00","       0.00","   40581.48","   56379.18","       0.00","   94429.77"," 4540336.50","   97650.38","32199308.00"," 6783704.50"," 9179090.00","41260960.00"," 3655172.50","       0.00","Rep3"
"Sixteenth_Wounded_LL_Day2_12_57","Sixteenth","Wounded","LL","Day2","ZT12","57","16600989.00","   65963.79","   65963.79","       0.00","       0.00","  638737.94","   22260.05","  890232.00","  890232.00"," 2487431.75","  119931.38","36078360.00","  389943.53","10043010.00","53960356.00"," 4273745.50","   29079.68","Rep3"
"Sixteenth_Wounded_LL_Day2_20_72","Sixteenth","Wounded","LL","Day2","ZT20","72","77032832.00","  473142.56","  473142.56","       0.00","       0.00","  115844.15","   41497.91","  393023.16","  393023.16"," 1645819.50","   84542.39","46539748.00","  967208.75","10838913.00","46692048.00"," 2937448.75","  160482.27","Rep3"
"Sixteenth_Wounded_LL_Day2_8_51","Sixteenth","Wounded","LL","Day2","ZT8","51","29169084.00","   91152.43","   91152.43","       0.00","       0.00","  218532.95","   26746.54","       0.00","  295671.44"," 1313842.50","  184595.31","52800396.00","  232107.45","13711253.00","80948904.00"," 4876084.00","   32848.73","Rep3"
"Sixteenth_Wounded_LL_Day3_0_75","Sixteenth","Wounded","LL","Day3","ZT0","75","65936468.00","  220416.83","  220416.83","   33125.82","   33125.82","  433959.50","  170572.17","       0.00","  377167.19"," 1227078.00","   64012.70","62137920.00","  241926.70","22783878.00","   73321.52"," 3415113.50","   92989.68","Rep3"
"Sixteenth_Wounded_LL_Day2_16_63","Sixteenth","Wounded","LL","Day2","ZT16","63","56014764.000","  399436.000","  399436.000","       0.000","       0.000","   77461.484","    8278.252","  468262.750","  468262.750"," 2456774.000","  138335.891","87334304.000","  334346.812","16493115.000","43775080.000"," 4929980.000","   88970.453","Rep3"
"Sixteenth_Wounded_LL_Day2_4_45","Sixteenth","Wounded","LL","Day2","ZT4","45"," 22687604.00","   100870.69","   100870.69","        0.00","        0.00","   206292.06","    18668.64","   838768.19","   838768.19","  1628605.12","   105438.56"," 39316704.00","   274697.31"," 11525991.00"," 70498744.00","  3014022.00","    48749.41","Rep3"
